assembly_key	original_fasta	total_bp	gc_percent	n_contigs	contig_n50	longest_contig	n_bases
GCA_012265265.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012265265.1.fna	5355556	50.2668	200	146538	374741	0
GCA_012267225.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012267225.1.fna	5348626	50.3302	193	145204	374741	0
GCA_012307745.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012307745.1.fna	5359001	50.305	161	138809	344333	0
GCA_012362395.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012362395.1.fna	5496165	50.3466	187	145027	288439	0
GCA_012362875.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012362875.2.fna	5390122	50.2064	212	147330	611608	0
GCA_012363955.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012363955.2.fna	5380366	50.1766	229	146531	477356	0
GCA_012365215.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365215.2.fna	5397929	50.1819	219	147330	611608	0
GCA_012365255.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365255.1.fna	5350512	50.2845	255	135590	365265	0
GCA_012365275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365275.1.fna	5342204	50.2882	269	124224	365265	0
GCA_012365295.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365295.1.fna	5319824	50.2979	278	124224	365265	0
GCA_012365495.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365495.1.fna	5320165	50.2905	258	124224	365265	0
GCA_012365555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365555.1.fna	5319382	50.2751	270	115606	365265	0
GCA_012365955.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365955.1.fna	5325886	50.2974	265	142384	365265	0
GCA_012365995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012365995.1.fna	5331179	50.3041	251	124224	365265	0
GCA_012366015.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012366015.2.fna	5378675	50.2035	253	146485	440556	0
GCA_012437995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012437995.1.fna	5349870	50.2836	158	147949	329271	0
GCA_012462425.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012462425.1.fna	5274831	50.2669	203	114878	309569	0
GCA_012489455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012489455.1.fna	5399802	50.2839	171	160336	374741	0
GCA_012489605.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012489605.1.fna	5379856	50.273	195	149646	374741	0
GCA_012498985.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012498985.1.fna	5333538	50.2697	210	131629	313856	0
GCA_012499695.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012499695.1.fna	5336187	50.2881	197	124149	505635	0
GCA_012499825.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012499825.1.fna	5289970	50.2874	217	105613	229631	0
GCA_012499845.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012499845.1.fna	5343162	50.2767	221	105613	361633	0
GCA_012499865.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012499865.1.fna	5271688	50.2955	168	141755	524227	0
GCA_012499985.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012499985.1.fna	5339206	50.2735	207	120651	505635	0
GCA_012500025.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012500025.1.fna	5338437	50.2755	220	124149	276061	0
GCA_012666245.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012666245.1.fna	5383491	50.3098	182	124147	314279	0
GCA_012676605.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012676605.1.fna	5351699	50.3029	146	148458	356111	0
GCA_012686265.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012686265.2.fna	5394216	50.2578	163	147330	411565	0
GCA_012686705.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012686705.1.fna	5428102	50.2119	143	161696	613896	0
GCA_012687085.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012687085.1.fna	5421034	50.3106	139	159237	394887	0
GCA_012687425.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012687425.2.fna	5504008	50.2672	161	147167	614057	0
GCA_012714345.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012714345.1.fna	5564122	50.2672	178	160336	613823	0
GCA_012716915.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012716915.2.fna	5431518	50.2342	189	121964	283317	0
GCA_012717975.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012717975.1.fna	5424447	50.2488	157	188305	614612	0
GCA_012718015.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718015.1.fna	5372231	50.2384	167	149456	613201	0
GCA_012718075.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718075.2.fna	5429367	50.2221	180	185816	402611	0
GCA_012718155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718155.1.fna	5368100	50.2276	174	178016	402221	0
GCA_012718175.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718175.2.fna	5388741	50.2165	206	105616	388673	0
GCA_012718195.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718195.2.fna	5382196	50.221	213	142650	401757	0
GCA_012718215.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718215.1.fna	5391424	50.2315	166	148116	403355	0
GCA_012718235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718235.1.fna	5412170	50.2461	164	188295	673848	0
GCA_012718275.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718275.2.fna	5426300	50.2399	189	148116	400348	0
GCA_012718315.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718315.1.fna	5385599	50.2389	157	148116	402938	0
GCA_012718335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718335.1.fna	5414138	50.2466	166	149456	611484	0
GCA_012718355.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718355.1.fna	5376404	50.2493	193	114211	399997	0
GCA_012718375.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718375.1.fna	5403078	50.2492	165	188950	400327	0
GCA_012718395.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718395.1.fna	5401303	50.2432	163	149456	400343	0
GCA_012718415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718415.1.fna	5376673	50.2496	180	123910	314280	0
GCA_012718435.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718435.2.fna	5418253	50.219	182	188223	673848	0
GCA_012718455.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718455.2.fna	5417458	50.2177	182	189608	400006	0
GCA_012718475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012718475.1.fna	5392409	50.2504	175	128949	614197	0
GCA_012726415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726415.1.fna	5394566	50.2486	179	126386	283317	0
GCA_012726455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726455.1.fna	5407020	50.2398	147	149456	362213	0
GCA_012726475.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726475.2.fna	5409921	50.2202	161	174989	401743	0
GCA_012726495.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726495.1.fna	5361705	50.2306	198	120651	402194	0
GCA_012726515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726515.1.fna	5330512	50.2576	211	133156	401755	0
GCA_012726535.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726535.2.fna	5418704	50.233	171	148117	402209	0
GCA_012726575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726575.1.fna	5385277	50.2433	152	149456	402291	0
GCA_012726595.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726595.1.fna	5356631	50.242	180	142624	315951	0
GCA_012726635.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726635.1.fna	5369415	50.2294	180	106347	613687	0
GCA_012726655.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726655.1.fna	5359102	50.2692	213	115581	277705	0
GCA_012726675.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726675.1.fna	5388041	50.2291	155	149456	402200	0
GCA_012726755.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726755.1.fna	5372142	50.2368	192	145558	611484	0
GCA_012726835.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726835.1.fna	5423520	50.2581	156	149456	317894	0
GCA_012726995.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012726995.1.fna	5387862	50.2385	168	123944	401412	0
GCA_012727035.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727035.2.fna	5435436	50.2305	164	188305	400344	0
GCA_012727055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727055.1.fna	5421509	50.2473	152	183911	462374	0
GCA_012727075.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727075.1.fna	5306768	50.2543	186	124148	222212	0
GCA_012727175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727175.1.fna	5349222	50.1834	209	117182	361867	0
GCA_012727215.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727215.1.fna	5346330	50.1809	227	100907	322538	0
GCA_012727235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012727235.1.fna	5403565	50.2619	172	105487	314278	0
GCA_012730195.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012730195.2.fna	5450758	50.2667	173	148117	374834	0
GCA_012730355.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012730355.2.fna	5444065	50.2417	175	148117	400019	0
GCA_012730415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012730415.1.fna	5418818	50.2716	184	101212	310019	0
GCA_012730435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012730435.1.fna	5305229	50.2944	191	108785	314263	0
GCA_012730555.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012730555.2.fna	5380920	50.1572	182	126386	361789	0
GCA_012731215.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731215.2.fna	5426666	50.237	167	156860	611484	0
GCA_012731235.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731235.2.fna	5439207	50.2451	185	139961	399872	0
GCA_012731255.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731255.2.fna	5421467	50.2183	164	148117	402772	0
GCA_012731275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731275.1.fna	5412679	50.2538	174	185816	402938	0
GCA_012731295.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731295.1.fna	5405826	50.2537	152	147094	418281	0
GCA_012731315.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731315.2.fna	5419415	50.2342	187	117177	267491	0
GCA_012731335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012731335.1.fna	5348529	50.183	203	123957	316635	0
GCA_012740335.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740335.2.fna	5412757	50.2367	192	127191	355247	0
GCA_012740375.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740375.2.fna	5411107	50.2317	167	123911	400005	0
GCA_012740415.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740415.2.fna	5417841	50.2423	202	108358	313831	0
GCA_012740435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740435.1.fna	5407084	50.2617	160	178184	462371	0
GCA_012740495.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740495.2.fna	5425804	50.2415	175	147331	613852	0
GCA_012740535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740535.1.fna	5396713	50.2664	174	131995	314288	0
GCA_012740555.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740555.2.fna	5406038	50.2885	222	100529	213065	0
GCA_012740735.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740735.1.fna	5415559	50.2606	150	148117	314288	0
GCA_012740775.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740775.2.fna	5434648	50.2669	193	112064	611484	0
GCA_012740795.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740795.2.fna	5412213	50.2594	210	102025	315961	0
GCA_012740815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012740815.1.fna	5381248	50.2955	200	108709	283317	0
GCA_012741315.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012741315.1.fna	5408183	50.3153	212	129760	360470	0
GCA_012741335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012741335.1.fna	5408875	50.3435	212	104275	251742	0
GCA_012741435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012741435.1.fna	5408693	50.3395	199	115293	294132	0
GCA_012761055.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012761055.2.fna	5375589	50.2164	207	114099	611503	0
GCA_012771635.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012771635.2.fna	5427271	50.2581	170	188334	613026	0
GCA_012772075.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012772075.1.fna	5384106	50.2894	132	160449	376228	0
GCA_012776695.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012776695.2.fna	5307114	50.2479	217	105532	440764	0
GCA_012777675.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012777675.1.fna	5367881	50.2721	182	157302	314278	0
GCA_012786515.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012786515.1.fna	5324358	50.3368	144	209856	413591	0
GCA_012795055.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012795055.2.fna	5409567	50.228	165	147331	402541	0
GCA_012802045.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012802045.1.fna	5393709	50.2837	229	177940	663262	0
GCA_012823775.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012823775.1.fna	5378987	50.2836	185	133135	501023	0
GCA_012827815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012827815.1.fna	5351898	50.3433	203	109607	317718	0
GCA_012829115.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012829115.2.fna	5420386	50.2755	178	124148	357967	0
GCA_012829435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012829435.1.fna	5383800	50.3348	188	100467	284603	0
GCA_012829535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012829535.1.fna	5356900	50.3125	173	131923	374751	0
GCA_012830275.2	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012830275.2.fna	5342669	50.263	189	189979	402226	0
GCA_012877275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012877275.1.fna	5375583	50.3109	163	212364	413512	0
GCA_012877335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012877335.1.fna	5321867	50.2686	219	157599	413513	0
GCA_012891875.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012891875.1.fna	5360569	50.3157	196	160609	505743	0
GCA_012891895.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012891895.1.fna	5361539	50.3065	189	160609	374743	0
GCA_012892305.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012892305.1.fna	5338029	50.1632	198	124223	392256	0
GCA_012892355.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_012892355.1.fna	5362326	50.2643	203	133094	503179	0
GCA_013167155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167155.1.fna	5649520	50.5402	3	5546361	5546361	0
GCA_013167175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167175.1.fna	5652450	50.4424	3	5455720	5455720	0
GCA_013167195.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167195.1.fna	5688743	50.5575	2	5590682	5590682	0
GCA_013167235.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167235.1.fna	5597666	50.5062	3	5498884	5498884	0
GCA_013167275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167275.1.fna	5641052	50.5164	2	5546758	5546758	0
GCA_013167295.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167295.1.fna	5777936	50.4171	3	5643409	5643409	0
GCA_013167315.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167315.1.fna	5630167	50.4534	4	5492443	5492443	4
GCA_013167335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167335.1.fna	5736880	50.4718	4	5594529	5594529	0
GCA_013167435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167435.1.fna	5757794	50.497	4	5513088	5513088	0
GCA_013167455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167455.1.fna	5802177	50.5453	5	5607499	5607499	0
GCA_013167475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167475.1.fna	5658182	50.4449	3	5504820	5504820	2
GCA_013167555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013167555.1.fna	5501393	50.4671	2	5408816	5408816	0
GCA_013168055.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013168055.1.fna	5711451	50.4873	3	5609172	5609172	0
GCA_013168135.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013168135.1.fna	5634620	50.4827	2	5542130	5542130	0
GCA_013168155.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013168155.1.fna	5658644	50.4348	3	5475244	5475244	0
GCA_013168175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013168175.1.fna	5650829	50.4793	2	5552787	5552787	0
GCA_013343595.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013343595.1.fna	5604725	50.4715	3	5507715	5507715	0
GCA_013343635.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_013343635.1.fna	5655656	50.421	4	5518535	5518535	12
GCA_014171175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014171175.1.fna	5355433	50.317	193	106036	245866	0
GCA_014171215.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014171215.1.fna	5312781	50.3105	196	115627	253511	0
GCA_014171255.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014171255.1.fna	5285458	50.2687	191	108988	293700	0
GCA_014171615.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014171615.1.fna	5316884	50.316	221	109069	309547	0
GCA_014171755.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014171755.1.fna	5347500	50.3061	194	124148	267492	0
GCA_014172095.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172095.1.fna	5350272	50.2843	161	148640	501199	0
GCA_014172215.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172215.1.fna	5301240	50.3104	196	115217	501199	0
GCA_014172275.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172275.1.fna	5320349	50.2937	214	106794	210090	0
GCA_014172335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172335.1.fna	5302961	50.3298	203	120159	374623	0
GCA_014172575.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172575.1.fna	5336374	50.2818	161	148277	314262	0
GCA_014172635.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172635.1.fna	5281470	50.3285	227	109253	263691	0
GCA_014172815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172815.1.fna	5312710	50.3009	209	108817	263910	0
GCA_014172855.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014172855.1.fna	5340137	50.282	173	130189	314262	0
GCA_014173175.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173175.1.fna	5318265	50.2989	226	106867	236389	0
GCA_014173305.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173305.1.fna	5373287	50.2737	181	116157	462505	0
GCA_014173335.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173335.1.fna	5319628	50.311	187	135769	253530	0
GCA_014173375.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173375.1.fna	5339615	50.3095	208	109378	263742	0
GCA_014173415.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173415.1.fna	5334528	50.322	208	109944	331496	0
GCA_014173435.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173435.1.fna	5334920	50.3169	181	138160	345345	0
GCA_014173455.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173455.1.fna	5333609	50.2926	176	160449	501198	0
GCA_014173475.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173475.1.fna	5343904	50.3002	182	136541	374623	0
GCA_014173535.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173535.1.fna	5317997	50.3222	235	102724	501199	0
GCA_014173555.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173555.1.fna	5382301	50.2849	176	136193	403001	0
GCA_014173595.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173595.1.fna	5331778	50.2842	172	159619	501198	0
GCA_014173695.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173695.1.fna	5338761	50.286	171	186530	501198	0
GCA_014173795.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173795.1.fna	5343884	50.2741	181	153032	374619	0
GCA_014173815.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173815.1.fna	5331823	50.2851	166	148582	501199	0
GCA_014173915.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173915.1.fna	5319744	50.3369	208	109944	267487	0
GCA_014173935.1	/home/samuelajulo/epi/marker_screen/results/03_O157H7_cattle_QC/fastas/raw/GCA_014173935.1.fna	5321704	50.2754	187	130247	263749	0
